"V1" "V2" "V3"
"1" 0 0.1 0
"2" 0.1 0.4 0.6
"3" 0.15 0.9 0.7
"4" 0.2 0.9 0
"5" 0.85 0.4 0.7
"6" 0.5 0.1 1
"7" 0.95 0.9 0.4
"8" 0.5 0.4 0.9
"9" 0.05 0.6 0.4
"10" 0.95 0.1 0
"11" 1 0.7 0
"12" 0.3 0.3 0
"13" 0.65 0.8 0.1
"14" 0.1 0.7 0
"15" 0.8 0.1 0.4
"16" 0.5 0.6 1
"17" 0.4 0.1 0.5
"18" 0.4 0.6 0.4
"19" 0.45 0.9 0.5
"20" 0.75 0.4 0.3
"21" 0.85 0.6 0.6
"22" 0.7 0.9 0.9
"23" 0 0 0
"24" 0.6 0.4 0.1
