"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104"
"1" -0.349496350952488 0.119915773823923 -0.248508086102274 -0.129673231158013 -0.00484564741759388 0.0885669559924263 0.0191003756731385 0.0565649623024451 -0.0421064339013482 -0.0267016672204937 -0.000302188203338964 0.0300543046926855 -0.0561200487740397 -0.01393375474822 -0.0312033188618499 0.00850160138637427 0.0381174801086615 0.0236884870698839 -0.0259110917814767 0.0163450054786424 0.0128615109922305 -0.0286576014136557 -0.00376511437472519 0.00757193316178344 0.0237272066004839 0.00109674150787065 0.00620387403884853 0.0209308892612384 -0.00750908093505979 0.0344332388617266 -0.0437845154011148 -0.00613339241487947 0.00629150222045314 -0.0247210903117181 0.0113279684694504 -0.0209525981737866 0.0143507040405551 -0.000923283349187586 0.00926513839865979 0.0138525687842276 0.0161609929378302 -0.0144430001426982 0.00891173482785614 -0.0153228457367399 -0.00683885943295973 0.00802915153157572 0.00386219275711005 0.0157500058980957 -0.00227683385530112 0.00391588431774898 -0.00272258868586275 0.00193170328908619 0.000684145848157525 0.0145627034475702 -0.00827122710935701 0.0120464769794855 0.00878269356810234 -0.00334370849485243 0.0054051472447116 -0.0074398589252432 0.00828095859717427 0.00619343826646227 0.00583883053201979 0.00205544290919125 -0.00137751713350396 -0.000831249285130685 0.00452162585507077 -0.00271869365253946 -0.00106124077028766 0.00235045918623903 0.000246179075985285 0.00372328673981928 0.00284762312333334 -0.000539913956549642 0.000422368680072719 0.00892779869189585 0.0100292990289568 -0.00170404223903658 0.000215788073796364 -0.00489849808473976 -0.00696316367067037 -0.0018811026520349 0.00141821764273948 0.00142174661808787 -0.00045398448940098 0.000933329511308038 0.000840502963672374 0.00180195497989723 0.00105185282362567 -0.000360152817840857 0.000796060168266956 -0.00167769380358978 -0.00167485761790878 -0.00125902510471788 -0.000429075130161665 0.00121979464575925 0.00183435748924998 -0.00117953135991109 -0.00288881263920255 0.00269451388077416 -0.00152662124449043 -0.000219432395336784 0.000270779375961269 4.33484685424397e-09
"2" -0.386164327394341 0.0886102430716724 -0.225972515805337 -0.118217655397656 -0.00754758140263159 0.0927707928235713 0.0223048358436653 0.0631522799084142 -0.0154652907383997 -0.0233094949924725 0.00606044671238611 0.020372619300296 -0.049862870485488 -0.00451462232603964 -0.0363440772372524 -0.0191136503103306 0.034221102149473 0.000101756439825784 0.000506932977539923 -0.000898265321175867 0.0183030282700276 -0.0340065711632446 -0.0109644574847217 0.0201168076444885 0.0144848432984413 0.00669247067276926 -0.0114324720433982 0.0231272459718145 0.00503035683749983 0.00413221715714707 -0.0121252765140926 -0.00696049184087848 0.00147018686663563 -0.012640382615766 -0.00636525438538714 0.0154553732478838 -0.0107606963481591 0.00189493523736288 0.000318994909064712 -0.00973931100181702 -0.0143939690312767 0.0107711433363399 -0.0189615936477009 0.00585794531711497 0.0191860734084373 -0.017644682368225 -0.00251306048969475 -0.0236172686310872 0.00716504237025274 0.00363518222285163 0.0108053986813394 0.0032489280861751 0.0034920091534116 -0.0215795175747947 0.00750405367025254 -0.0158721326524679 -0.00932909700008257 -0.0110481611909344 0.0075709286123018 0.00987989736264837 -0.00510923187176419 -0.00387695674506026 -0.00974963883245069 -0.0147084776099115 -0.0042195228759163 0.00152559365644575 -0.00708552313244565 0.000827760081397371 0.00277136096203781 0.00138073020311701 -0.000416360408221435 -0.00528468400633539 -0.00923947510629197 0.00522951542034544 0.000721435102798542 -0.00326269184800756 -0.0033108150853882 0.00109615681879438 0.0011555681393222 0.000370068906487033 -3.53745360621854e-05 -0.00104323660758401 -0.000980056109921657 0.000936115427153459 0.00201429842032395 -0.00121029451427197 5.33945633095831e-05 0.00099251631710777 -0.00523943356227391 0.00163250144883678 0.00464089660033608 0.000102458120292083 -0.000577765511860992 -0.00193372998416752 -0.00129322415830444 -0.000162444371421413 0.00210470813163718 -0.000766477708771397 0.00152658118132032 -0.000451322624294348 0.00165374020883731 -0.000995182449557484 -0.000191538880387463 4.33484685426233e-09
"3" -0.420399984421961 0.0561860269989013 -0.200657525460905 -0.108935012669958 -0.00071916344919059 0.0937538050720187 0.0274699708130194 0.0622036376756855 0.016937835914829 -0.0102818262996219 0.0183414535320438 0.00399901219027159 -0.0301334800770185 0.00886969445819085 -0.0370318512745094 -0.0410781450948995 0.018835734980927 -0.02085619594996 0.0302996716403052 -0.0132528072790841 0.0104592581294171 -0.0151862769780602 -0.00283500908407726 0.00951937135705709 -0.0057104256074803 0.0134204335525379 -0.0118562631265937 0.0170667934365828 0.0240659641396465 -0.0295974392464179 0.0167974412102502 -0.0028362373654133 0.00145326108939745 0.00184599126369814 -0.00961072509452666 0.00636044537692725 -0.0204433123864227 -0.00412137116726952 0.00355212899249011 -0.0121896309332615 -0.0208915196687953 0.0217265251087268 0.00552328165718583 0.0104641319542303 -0.0249125657981503 0.00672003298335708 -0.0112835148657945 0.014116918106722 -0.00545726932690584 -0.00246328454654132 -0.0128632485567632 -0.00678773590998416 -0.00317004907817068 0.00329400376612644 0.00964705142329366 0.0127385855281732 0.00739006691652447 0.0197830826223996 -0.0126608890252776 -0.00445792393371501 0.00184159770783466 0.00387314511746373 0.00327520657951675 0.00267099462210571 0.00783622026873709 -0.00570920909855371 -0.0053750931739586 0.00922742434030328 -0.00825221943433539 0.000892576111807763 0.00206540241250944 0.0050410396583417 0.0100235325944609 -0.00657816086687649 0.000262026089782822 0.00108782595976629 -0.00153669834738358 -0.000303923508076191 0.0018276773543525 0.00376807467948542 0.00254272696006042 -0.00303612097585645 -0.00169868922233381 0.00222781993886456 0.000941255360355395 -0.000162178943035653 0.000502701958984876 0.00189808876792765 -0.000135557595853109 -0.0022456491274849 -0.00319200466620809 0.00358167762972695 0.00416860201400873 -0.00011663664683118 0.000319455095767014 0.000795088041775039 -0.00178428806142637 0.0021779443331696 -0.00169978770174371 -6.98258414265826e-05 -0.0011372677891363 -0.00118070098074267 -0.000135267300295964 4.33484685424542e-09
"4" -0.452185983737106 0.0220749161384693 -0.172844952182519 -0.103055824307556 0.0146088943361384 0.0880706205629105 0.0360047526736578 0.0543825823157141 0.0487477238237942 0.012771763353685 0.0316374465948409 -0.0153870754526808 -0.00240804025093436 0.0180007950087298 -0.0271376527700488 -0.0461051678677798 0.00154286889649132 -0.0250715719487667 0.0338617781815758 -0.0118687143981936 -0.00521773994887821 0.00853240866061718 0.0127453028498626 -0.0143992204632004 -0.0202786126554736 0.0217596682285838 0.00931755278939328 0.00419796693183822 0.0165275622489581 -0.0207390053092158 0.00662917941721462 -0.00466375108567529 0.00273310363721092 1.0361777976684e-07 0.00967928576852474 -0.00766306513297257 0.0237522456212235 0.00495083957372915 0.00747204170815113 0.0361507129200549 0.00202812548378403 -0.00811739089167375 0.0294036780312179 -0.0127941250825489 -0.00407788186424064 -0.00707732380462884 0.00317544090244827 -0.00208230558244734 -0.0107517394779952 -0.0164400466958727 -0.000466386633945525 0.000110645529411653 0.00784538798505396 0.00328639219710528 -0.0102678890484046 -0.0112937767465616 -0.00668297234870029 -0.00633394802403073 0.00362554621737683 0.00483636740440617 -0.00598940455306278 0.00189853807201089 0.00387115557932532 0.0065297754297778 -0.00343130778174635 0.00297237506133645 0.00695032853058867 -0.00742138024992239 0.00272667461034065 -0.00998016769737844 -0.00734286045131254 -0.00488384294124044 -0.0104092812112443 0.00821767484329149 -0.00242799830962671 -0.00741306399606488 -0.00714719851350781 -0.000631271517978382 -0.000915586294963922 0.00244848173660468 0.00348481419397371 0.00209845533946072 0.00405955394494275 -0.00198480656340696 0.0032810565685001 0.00358773290070899 0.00280110254187859 -0.00429687515378187 0.00316981457410048 0.00116794066274676 -0.0016358482586768 -0.00127259855153188 2.7601447942823e-05 0.000701539459659385 0.00140514367745755 -0.0014273960655836 -0.00270728305625123 -0.00108818829858503 0.0015032116099905 -0.000808177859659581 -2.3964849966801e-05 -0.000232617083146445 0.000438943198340352 4.33484685426471e-09
"5" -0.481523321358165 -0.0142986909602462 -0.143024653307723 -0.101754318027434 0.0351862646750098 0.07407425405741 0.0435815550851429 0.0414589519627223 0.0652793464026938 0.0392564108076511 0.0419769549970481 -0.0323009513086373 0.0146566758526704 0.0251824051597821 -0.000677638348645047 -0.0214138834027316 0.00091886173117488 -0.00800368564723433 0.00449973480591495 -0.00199106194696672 -0.00472404908635344 0.0210540400052217 0.0185605460564637 -0.0259828781472115 -0.0143095772657078 0.0228390302845837 0.0324620992531589 0.00273079377907178 -0.0104316459550237 0.0174811964562214 -0.0293924265143673 -0.00571545218130623 0.00120458377802076 -0.00986040236398141 0.0204514151045002 -0.0114652897118795 0.0156655134418272 -0.00994430252045701 -0.00897108394150565 -0.0210518701553518 0.00356201315173771 -0.00260124753307499 -0.0130463687793749 0.0213609366876826 0.00107391520309031 0.00439125590892723 -0.00709644711832105 -0.0135950079874461 -0.00580856755119681 -0.00803418942822702 0.0174252446575555 0.0166103290895016 -0.00842829632638379 0.00452708058778076 -0.00314796177180827 -0.00347381097133932 0.00431635585334773 -0.00230062479991588 -0.00155552406161217 -0.00519526420999591 0.00497138018438969 -0.00549926497957711 -0.00430139105583611 -0.00312875247236448 -0.00126884611385127 0.00307251474178694 -0.00650309961513849 0.00457193174623472 0.00625803341221024 0.0120894844395612 0.00828645923479217 0.00640040800233631 0.0117879178287695 -0.00830724909684279 -0.00151204245835201 -0.000666627491205133 0.00168004796760876 0.00162032214351803 -1.13503264336536e-05 -0.000614266059633621 0.0022044290688107 0.00603961336281694 0.000393818472083307 -0.00385796355470415 -0.00266271434419625 -0.0046671321614939 -0.0059264740424663 -0.00106439229648088 0.00334474802777561 0.000965380949759731 -0.0027517013146822 -0.00134216752135742 0.000632147110396885 -0.00123631823661802 0.000762597939809007 -0.0030889410007014 -0.00352070568081816 0.000374899956302573 0.00126566431494973 0.00010491428133676 0.00110313923306282 0.000814284734649202 -0.000181817080279874 4.33484685425242e-09
"6" -0.508426466173629 -0.0535246320109359 -0.112089100089878 -0.105870646317907 0.0563366421486447 0.053172353505514 0.039912469998787 0.0232011543499591 0.0515023358256343 0.0568423736835366 0.0502889144170275 -0.0353182271818302 0.00582385041013112 0.0254429235050152 0.0264121565743504 0.0079583845515721 0.0135604650851812 0.0241446286648374 -0.0279790551382455 0.0162850880789327 0.010408258633284 0.00506525857660103 0.000834678377828108 -0.0134465212112249 -0.00078078870796011 0.0129227331029163 0.0316735946993105 0.00837772585931001 0.00236203388609868 0.0140030481571701 -0.0229784407810581 -0.00353816747638496 -0.0139521730290507 -0.010177675974063 -0.02154467614545 0.0291549471244012 -0.034641630854431 0.0127848873640022 -0.0075961481499238 0.0026439326810073 0.00626188068943921 -0.00500213183611828 0.0115706353220511 -0.00790894592393806 -0.00707863302866726 0.00426917899776253 -0.000608308044648527 0.00210733789747309 0.0156658957079204 0.00816366198209255 -0.00155654049777385 -0.00731760275050629 -0.0186787025472331 -0.00598322483501765 0.00669749778710405 0.00272775721435189 0.0118497991465924 0.00344374016991901 0.00378221680546089 0.00720758978670101 -0.00702828782843433 0.000649776329229373 -0.000305845875960026 0.00412165898718515 0.00350497480302254 -0.00258867427528903 0.00348553343673676 -0.000150024160366009 -0.00959619070828796 -0.01072896198518 -0.0055764743028533 -0.00737874815797525 -0.00726933652793824 0.00170467282893674 -0.00149393483560474 0.00184433181234064 0.00297025594164781 -0.00234040119292868 -0.00200249557210483 -0.00512287953832414 -0.0074793676153358 -0.00233179315394142 -0.00429448827442617 0.000556396110537256 -0.00720223668757941 0.00126251689060355 0.0006366489451998 -0.00245141382364394 0.00268767366685081 -0.000843144488812686 -0.000525430534364879 -0.00159716608447833 -0.00260690858723629 0.0012565933404075 0.00280407330922482 -0.000529084908184006 -0.000693311837692766 -0.0034597290206101 0.000607409803191624 0.000170074932128176 0.000199209295689438 0.00183103526692495 -0.00013370627172166 4.33484685425881e-09
"7" -0.532868305037541 -0.0951093276836331 -0.080414507913532 -0.115550469696812 0.0768957760634 0.0285448180608079 0.0278193147552776 0.00618752110807704 0.0136970411526597 0.0539390828425729 0.0538354620769165 -0.0209165019176723 -0.0179782806341424 0.0192895628907007 0.0293935153713348 0.0151591098259903 0.025996697886769 0.0396887114808879 -0.0231346422434325 0.0285962878590207 0.0229390352028227 -0.0143313540790095 -0.0230663932363828 0.00735805809079735 0.00216018083071526 -0.00503414834926565 0.00823126927298021 -0.00207681894798326 0.0234391600830899 -0.0189058057003785 0.00429999869984153 0.00226997200011913 -0.0297053151404055 -0.0105723441737529 -0.0222512682990069 -0.0280928027303309 0.0120280725444865 -0.0047539987969508 0.0214787249622196 0.000988513360019185 0.004583840108488 0.00150636085072144 -0.00714254481620069 0.0016929245080372 0.00531744219894376 -0.00243001173942475 -0.00593279035892087 -0.00134436029473249 -0.00184945911869605 -0.00460215792242037 -0.0175257194338915 -0.0180410007639688 0.00922369424528993 -0.00453403250550983 0.00145719296530907 -0.000518154701926951 -0.0130439441198117 0.00269590964538302 -0.00818277301110989 0.00131097648528824 -0.00443527726061892 0.00287066379661617 0.00374138247210873 -0.00326816989228789 -0.0101807007074053 0.00881759730837849 0.00255361488772484 -0.00230461220423604 0.0140140475009857 0.0071968728815828 4.39482418210443e-05 0.0105403045366332 0.00483152177593291 0.00461752063514681 0.00738320652328339 -0.00245639783988497 -0.0013938329686895 0.0081106855138154 0.00482301314285854 -0.00330004531239414 -0.0013193297048092 -0.00217169858253912 0.00296337012216596 0.0029682939665432 0.00364742833414813 -0.00316292041422328 -0.00151784492329423 0.00221460090622056 -0.00041293464960101 0.000631203603720251 0.00138978721598699 -0.00169645544279549 -0.00160179535230221 -0.00120752261240642 -0.00219231894305706 -0.000658223355937047 0.00133791529502744 0.00157675519860644 0.00109431357197876 -0.00137524155582343 0.00137178767919261 0.000960162781697785 -0.000551412522732052 4.33484685424739e-09
"8" -0.555053450517689 -0.139729106094066 -0.048658877352761 -0.129567854649008 0.0933295583546569 0.00944656904479801 0.00577686743548548 -0.0074096987472627 -0.0329919388676089 0.0306940299880325 0.0540443972607515 0.00627019208780158 -0.0319122415120071 0.00872986343793885 -0.00859563251338295 -0.0128559141186531 0.0279974030563988 0.0165918364949444 0.015371407656207 0.0342070716789596 0.0301880209162127 0.00287744778583883 -0.0202225371654878 0.0163105395854372 -0.00710783358498809 -0.0128023136809048 -0.00161584655651387 -0.0265051833746752 -0.00915264916322961 0.011247583629057 -0.0124275892926438 -0.0061497752045745 -0.00707386293152044 -0.0109035887672532 0.00329049722854069 -0.00336549025467653 0.00225926186753691 -0.00323249032693074 0.0204199193348156 0.0159796811288259 -0.0127556587836096 0.021105244829507 -0.000830511484960905 0.00106668068218109 0.0165335927442057 0.0171840417423015 0.0228986361679248 0.00960173999389273 -0.0199445011516769 -0.0126327964866482 -0.00416043940510865 0.00174537873187624 0.008497502294266 -0.000111251360478507 0.000996595773060291 -0.0034564840927997 0.0010999164168886 8.93324395867614e-05 -0.00247717109369599 -0.0110247701410572 0.011025326332114 -0.0162831503476823 -0.0145507916666774 -0.00142464889990158 0.0145684626123401 -0.0110993554029042 -0.00748812751514552 0.00568350540533814 -0.00801751264527181 0.0022094655426012 0.00650582778982835 -0.011014626486822 -0.0053909840485539 -0.00250848458820563 -0.00460738006057755 -0.00285335649808822 -0.00417111214178645 -0.00837613773765785 -0.00717516005731375 0.00532310950065897 0.00373058680059873 0.000149321837986493 -0.00217107286452431 -0.000309510837188598 -0.00186765206794152 -0.000247425860310172 -0.00108974521485296 0.00256987260119042 -0.00144844048043269 -0.00382131571737855 -0.00245070034927201 0.00268810742061819 0.000758838131418701 0.00217826888260432 0.00309166735643703 0.000683755996634736 -0.00176585768229929 -0.00116039374217285 -0.000574391632313596 -0.000380344620719511 -0.00140489288680068 -0.00137756906319513 0.000475445846162713 4.33484685425066e-09
"9" -0.607875098412591 -0.16351602748535 -0.0352628259571922 -0.12309035675764 0.0874191981879609 0.0108751779267419 -0.00103274815974808 -0.00107732076713584 -0.0322220195312858 0.0238469244951497 0.0432177286113901 0.0103194293417577 -0.0348578522358544 0.00522785049066573 -0.0143557292106649 -0.0226377673100298 0.0236483187212905 0.00146031622060634 0.0193305310663023 -2.24099535688743e-05 0.0194592878794769 -0.00732202306821921 -0.0077906448748404 0.0194905669653369 -0.00746869539949808 0.000765592123741917 -0.0174658160259972 -0.00996890533604044 -0.0232572635565858 0.0213899984905863 0.00142197622920003 0.0093445719727784 -0.00568631272754557 0.00511855199434318 -0.000553106516494174 -0.00260615112142606 0.000110921864081505 -0.00195541772321645 0.00695264784040569 0.0085412939165534 -0.0076014905129961 0.0114856220338497 0.0172458408442254 0.0201284616841443 -0.0138124170997262 0.00981834933133629 0.00687200933214475 -0.0187486858317699 0.00593010015031563 0.0103592527572528 0.0206504390213576 0.0200299659081585 0.0062689825651462 0.0020487307233008 0.000365813310001881 0.0102155620698283 -0.00402216036978252 -0.00610180768389896 0.00685046811588108 0.0125301019680057 -0.0127164498625957 0.0131779060767795 0.0164053961636201 0.0102035291837394 0.00380968850893941 -0.00520834032846882 0.00108501700262026 -0.00301473931072047 0.00407260187525429 -0.00482430108724621 -0.00822136769007091 0.012356235836803 0.00778969354586311 -0.00156754981412552 0.00276935212894478 0.00476327778340315 0.002368019796984 -0.00595912569487163 -0.00286263315599346 0.00480818042421998 0.00162070161084603 0.00069288724808346 -0.00212121832260026 -0.00220837880830597 -0.00276039099369315 0.00962999976745839 0.00847934608813732 -0.00755495800721347 0.00327725007666126 0.00487289912890952 0.00116903220643222 -0.00375465586908234 0.000252721124725906 -0.00244076790676103 -0.00475593864703254 -0.00209364080715986 6.79989609135425e-05 0.00316044347421499 0.00134183870001187 3.36083205781682e-06 0.00155399836321868 -0.00238694544856463 -0.00200458896717808 4.33484685423923e-09
"10" -0.660551654473795 -0.187202924904965 -0.0214511258138641 -0.115825243093501 0.0815919929855982 0.0141323563743105 -0.00666531799239557 0.00766820471935319 -0.029593822008879 0.0206180124372118 0.0322608504991071 0.0139960706454101 -0.0316553332008559 0.00332409605208226 -0.0166692510871707 -0.0239549826797404 0.0150021446207935 -0.00825293356264903 0.016082408513247 -0.0240967167272036 0.00412402767223623 -0.00907601307362911 0.0128593434078834 0.00374600490862981 -0.00791350633297043 0.0175646746755261 -0.0126598038665573 0.0147153659353462 -0.015597206118275 0.0168531362752393 0.00438255670158082 0.018191850572024 9.07749553066957e-05 0.0114101081436681 -0.00576239880916333 -0.00517169448880795 -0.00332722145702306 0.000122317360224673 0.00236789844340012 0.00248926267768199 0.0195221206702831 -0.0134319397077578 0.0162066523543364 0.0142659838098882 -0.0185272686475816 0.00422092648720702 -0.0136843153433126 -0.0164033554066003 0.00898972373492637 -0.00144956836243148 -0.0083734492499915 -0.0132734188155671 -0.00694831844693467 -0.0106784235728858 0.00708888757188171 -0.00218215477626859 0.00825027574801869 -0.00497129483691522 0.00270993403114119 -0.02003315538037 0.0229379204644866 0.00238646765564138 -0.000338941889071391 -0.00494616439691647 -0.0100749689428279 0.00707314817690534 0.00517478804559172 -0.00729114917899738 0.00260140018237708 0.00819227467612258 0.00805926901367283 -0.0103523600876502 -0.00762833645723464 0.000492015233405902 -0.00561387951617127 -0.00278900589052195 0.00194468863173134 0.00164247182040509 0.000939769246086388 -0.00708363913587706 -0.00527958689968949 0.00363114788221391 0.0034955283668155 -0.00420883845614131 0.00114817233366173 -0.00346291657831513 -0.00305855317645498 0.00292456123675855 0.000214885755360476 0.00102663994105135 -0.000262194008039637 -0.00282342111027282 0.00133071380255247 -0.00749721789842249 -0.00243567732080362 -0.00426011758736633 -0.00463456547556653 0.00223946308142806 -0.00568783750746455 0.00594285202219863 -0.00403485481420362 -0.00172238637115751 0.000537367705967236 4.33484685425486e-09
