"V1" "V2" "V3" "V4"
"804" -8.3951912988762e-05 0.00019031553902496 5.49782264247513e-05 0.000171949541879767
"706" 8.62323823943385e-05 2.05245534275493e-05 1.62714910517428e-06 -1.56416024337115e-05
"1187" 0.000125161541719649 0.000247400527799687 1.25943458415614e-06 -9.27494653955607e-05
"292" -7.16870667719879e-05 0.000133998696050119 1.99845077653936e-05 9.76998023761247e-05
"1276" 0.000307840075942609 -9.89280285579373e-05 -2.15904937918383e-05 2.26777108142223e-05
"1193" 9.31798662725447e-05 0.00016635020660572 -7.7168939673864e-06 -4.06477139323709e-05
"754" 0.000203053281135784 -3.93719390544278e-05 -4.81997683567499e-06 -1.35051335694332e-05
"928" -0.000130718822303999 -1.1948577038428e-05 2.68708960598954e-06 1.67192214695926e-05
"960" -4.12875961769201e-05 5.69030485259883e-05 -1.34853280362797e-05 3.46120492285356e-05
"44" -0.000257892778534156 -0.000111342025075318 0.000168546630599222 -4.09122445691341e-05
"358" 8.8341920336162e-05 0.000103852104149144 -8.695338821994e-06 -2.44702381373907e-05
"608" -0.000243984209656849 -4.15264314339503e-05 2.57726412876743e-05 -1.13548622221252e-05
"904" -0.000136954922446161 -7.04596362666605e-05 8.76175221813139e-05 -1.38311609210116e-05
"1609" -0.000315702020054231 -3.56753523261421e-05 -0.000101172703748603 -1.09866670350899e-05
