"V1" "V2" "V3" "V4"
"625" -8.71409625357518e-05 0.000220245114733583 7.21481572188437e-05 0.00021234605635693
"643" 0.000140092281821134 0.000265980524035844 7.24289615051311e-06 -0.000110616027700156
"1609" -0.000359362907799028 -4.02017231900095e-05 -0.000148095266934983 -1.09651465933579e-05
"822" -0.000278951350778403 -0.000120641893673535 0.000223316404915938 -4.61895817404349e-05
"1276" -7.70098831682739e-05 0.000111826857637257 1.54221710630363e-05 9.39441063854648e-05
"458" -0.000299930970020964 -4.7296029700505e-05 1.25273114690267e-06 -2.33575107435423e-05
"538" 0.000123552469823407 0.00010231521024792 6.99626837207675e-07 -4.95541882951136e-05
"1248" 5.94819045395722e-05 7.60540022093975e-05 -1.20596464720773e-05 -4.19347100552121e-06
"619" 0.000230240059787352 -5.24771447253318e-05 -7.80356000994176e-06 -8.04676806735652e-06
"904" -0.000163904191861179 -7.7100808549242e-05 9.90017336701847e-05 -1.8029821387179e-05
"636" 0.000363208951992461 -0.000128906474596828 -2.99633139025341e-05 3.86514899310126e-05
"783" -0.000229551437460433 -1.62594526491348e-05 -4.9131935979713e-05 5.28649580568455e-06
