"V1" "V2" "V3"
"1" 0.0886649614824031 0.999777749578639 0.0001469707384432
"2" 0.0886801152572133 0.999776904407246 0.000142127891530725
"3" 0.0886944283089005 0.999769357174977 0.000132771725583842
"4" 0.0887020051963056 0.999771877861589 0.000128134774284885
"5" 0.0886994785786661 0.999784466467083 0.000127489137478072
"6" 0.0886927438971408 0.999800391275445 0.0001268348265438
"7" 0.088690218762258 0.999815485739982 0.000127882750106363
"8" 0.088690218762258 0.999828074345475 0.000130039568192369
"9" 0.0887003207845459 0.999843168810012 0.000126844331015085
"10" 0.0887104242895906 0.999852391557499 0.000122162185287927
"11" 0.088724735858521 0.999854912244111 0.000111248086738976
"12" 0.0887297698179614 0.999867589815014 0.000110202787656004
"13" 0.088741574045091 0.999880074627529 0.000109899296987887
"14" 0.0887533604791386 0.999888452203623 0.000107866200131838
"15" 0.0887718815947115 0.999895999435891 0.000105833963274751
"16" 0.0887853524405188 0.999904391839553 0.000103811349509496
"17" 0.0887979795976895 0.999907742869991 9.93864176097681e-05
"18" 0.0888131333724997 0.999913614587041 9.80154458164901e-05
"19" 0.0888257620124272 0.999924512849747 9.85241945126881e-05
"20" 0.0888392328582345 0.999936256283846 9.91471006572854e-05
"21" 0.0888417579931173 0.999947154546552 0.000101681487942673
"22" 0.0888442846107569 0.999958067636826 9.94066720680761e-05
"23" 0.0888484941573994 0.999965614869095 0.000101377937964282
"24" 0.0888510192922821 0.999971486586145 0.000102197398354364
"25" 0.0888552288389246 0.999979033818413 0.000104745367692321
"26" 0.0888628057263298 0.999986581050682 0.000104897958197773
"27" 0.088869540407855 0.999990777252513 0.000104108004668624
"28" 0.0888804846360228 0.999998324484781 0.000105328165264647
"29" 0.0888922710700704 1 0.000107952140717748
"30" 0.0889057419158777 0.999996634141994 0.000114271932054194
"31" 0.0889133188032829 0.999989932081119 0.000114089360205624
"32" 0.0889183705558052 0.999985735879288 0.000114780710405529
"33" 0.0889242630314506 0.999976513131801 0.000117284745658591
"34" 0.0889284725780931 0.999968965899532 0.000123051513179873
"35" 0.0889352072596184 0.99996644521292 0.000128223013143883
"36" 0.0889402590121407 0.999974837616582 0.000132158561151623
"37" 0.0889453107646631 0.999982384848851 0.000134748418370049
"38" 0.0889545720638279 0.999976513131801 0.000140533824144693
"39" 0.0889613067453532 0.99996644521292 0.000141110334828056
"40" 0.0889537298579481 0.999956392121608 0.000137496233673654
"41" 0.0889427856297803 0.999953871434995 0.000131891976301022
"42" 0.0889318399188557 0.999953871434995 0.000124133910838751
"43" 0.0889166861440455 0.999951350748383 0.000115247096739072
"44" 0.088903216780995 0.999948844889339 0.000105723720304385
"45" 0.0888973228225928 0.999940452485677 9.89120688720434e-05
"46" 0.0888973228225928 0.999927863880184 9.60034782452798e-05
"47" 0.0889048997099979 0.999917810788872 9.05437155258043e-05
"48" 0.088920895690688 0.999911939071822 8.91343403306099e-05
"49" 0.0889360494654982 0.999901040809116 8.89826691343927e-05
"50" 0.0889512032403085 0.999894323920673 8.60410130303034e-05
"51" 0.0889806700668059 0.999877553940917 8.31120344971169e-05
"52" 0.0890042429349012 0.99985658775933 8.10546945668857e-05
"53" 0.089013504234066 0.999844844325231 7.97389109828482e-05
"54" 0.0890210811214711 0.999830580204519 7.83548316191864e-05
"55" 0.0890295002147561 0.999807108163888 7.38673718639056e-05
"56" 0.0890353926904015 0.999791168527958 7.05831247940719e-05
"57" 0.0890446539895664 0.999783621295689 6.95586287894348e-05
"58" 0.0890530730828514 0.99976013442749 6.60120227259686e-05
"59" 0.0890606499702565 0.999734972044072 6.09999487764008e-05
"60" 0.0890690690635415 0.999716526549098 5.99908882703719e-05
"61" 0.0890715941984242 0.999696405538904 5.67295942762781e-05
"62" 0.0890732771274271 0.99969136416568 5.59672496793173e-05
"63" 0.0890690690635415 0.999675439357318 5.43990119172767e-05
"64" 0.0890631751051393 0.99965614869095 4.95912025487127e-05
"65" 0.0890640173110191 0.999635182509363 4.83487116348191e-05
"66" 0.0890699097866645 0.999633506994144 4.94782609609146e-05
"67" 0.0890800132917092 0.999641054226413 5.57314023778186e-05
"68" 0.0890917997257568 0.999653628004337 6.47104884350745e-05
"69" 0.0890934826547597 0.999668722468874 6.93096294348474e-05
"70" 0.0891094786354499 0.999698081054123 7.8644918165554e-05
"71" 0.0891136881820924 0.999716526549098 8.70337632111941e-05
"72" 0.0891128459762125 0.999733296528853 9.11751475221783e-05
"73" 0.0891069535005671 0.999744209619128 9.12876442829271e-05
"74" 0.0891077957064469 0.999768526831152 9.99179711060229e-05
"75" 0.0891111630472096 0.999780270265252 0.000102809776925463
"76" 0.08910863642957 0.999796195073614 0.000104903310949932
"77" 0.0891061112946872 0.999799560931619 0.000104261499655743
"78" 0.0890960092723993 0.999795364729788 9.97846564393704e-05
"79" 0.0890875901791144 0.999802066790664 9.83505043775342e-05
"80" 0.0890800132917092 0.999813810224763 9.90043260020526e-05
"81" 0.089074119333307 0.999828074345475 0.000103472821297468
