"V1" "V2" "V3"
"771" 0.0889089298430639 0.999969588657401 0.000110813075539972
"904" 0.0887132059414051 0.999778313026235 0.000124630886445713
"296" 0.0888822402201104 0.999684899345898 6.22686548310621e-05
"869" 0.0887799299987888 0.999836140542634 0.000107577107032547
"599" 0.0890067917938932 0.999742726862297 6.59168297374345e-05
"761" 0.0888955850315871 0.999791657837712 8.07034739563864e-05
"909" 0.089002343523401 0.999547002960638 3.27867042139325e-05
"1493" 0.0891357916381683 0.999684899345898 7.90285518403734e-05
"1637" 0.0891135502857071 0.999831692272142 0.00011499148428902
"253" 0.0889756539004475 0.999845037083619 8.12663284493383e-05
"742" 0.0888644471381414 0.999893968059033 9.22227152231018e-05
"1014" 0.0889934469824165 0.999444692739317 1.42850127555414e-05
"1112" 0.0890557227693079 0.999640416640975 4.75643036162168e-05
"619" 0.0887932748102655 0.99964931318196 9.90235277030108e-05
"1181" 0.0889534125479863 0.999640416640975 5.01214660465248e-05
"1604" 0.0891446881791528 0.99976941648525 0.000101154249268796
