"V1" "V2" "V3"
"1279" 0.0891224468266916 0.999809450919681 0.000109573639105149
"627" 0.0889267229250328 0.999658209722944 5.45036055841176e-05
"754" 0.0887932748102655 0.999658209722944 9.50829531496148e-05
"783" 0.0890423779578312 0.999653761452452 5.01846314875147e-05
"460" 0.0888155161627267 0.999840588813126 0.000101840320854383
"281" 0.0889623090889708 0.999782761296727 7.64697583775515e-05
"46" 0.0888973228225928 0.999927863880184 9.60034782452798e-05
"1232" 0.0891313433676761 0.999698244157375 8.12861973908703e-05
"747" 0.0887176542118974 0.999787209567219 0.000121592865975193
"692" 0.0889978952529087 0.999489175444239 2.35074636914282e-05
