"V1" "V2" "V3"
"462" 0.0889089298430639 0.999956243845925 0.000109566818423728
"970" 0.088784378269281 0.999671554534421 9.50659014460612e-05
"784" 0.0887398955643586 0.999853933624603 0.000109088184518762
"1487" 0.0891446881791528 0.999756071673774 9.64349308278909e-05
"1111" 0.0888733436791259 0.999822795731157 8.91009189916449e-05
"319" 0.0891268950971838 0.999680451075406 7.69550646882553e-05
"1580" 0.0891179985561993 0.999831692272142 0.000115085342796406
"1237" 0.0888555505971569 0.999635968370483 7.52799942965592e-05
"814" 0.0890067917938932 0.999560347772115 3.60692312858425e-05
"960" 0.0889934469824165 0.999453589280301 1.60070865387723e-05
"854" 0.0890112400643855 0.999764968214758 6.8567850675129e-05
"312" 0.088966757359463 0.999640416640975 4.93815703879816e-05
"741" 0.0889623090889708 0.999858381895095 8.42444455438958e-05
"1244" 0.0887888265397733 0.999800554378696 0.000108014075470569
"772" 0.0888422057856802 0.999898416329525 9.32086002398662e-05
"64" 0.0890631751051393 0.99965614869095 4.95912025487127e-05
"894" 0.0887043094004206 0.999764968214758 0.000130502455219792
"1079" 0.0889222746545406 0.999738278591805 7.11772061458794e-05
