"V1" "V2" "V3"
"625" 0.0889267229250328 0.999822795731157 8.45810313444756e-05
"643" 0.089002343523401 0.999458037550793 1.8305952729164e-05
"1609" 0.0891357916381683 0.999702692427867 8.29554850309265e-05
"822" 0.0889889987119243 0.999578140854084 3.92092654263177e-05
"1276" 0.0891224468266916 0.999818347460665 0.000111875619084886
"458" 0.0890156883348777 0.999782761296727 7.04012794963489e-05
"538" 0.08880217135125 0.999840588813126 0.000103565063599909
"1248" 0.0889089298430639 0.999693795886882 6.36857255342079e-05
"619" 0.0887932748102655 0.99964931318196 9.90235277030108e-05
"904" 0.0887132059414051 0.999778313026235 0.000124630886445713
"636" 0.0888955850315871 0.99994734730494 0.000101484755766369
"783" 0.0890423779578312 0.999653761452452 5.01846314875147e-05
